idade,renda_mensal,valor_financiamento,anos_trabalho,score_credito,inadimplente
38,2888.131472528993,13225.757240786243,13,661.5359407309286,0
37,5561.308290112685,38001.176412609166,21,753.2064637676594,1
65,4042.780227830216,37368.211391918376,18,703.6970440262895,1
25,4013.590080635133,37748.52776957156,7,637.151172524108,1
53,3102.2796603638217,23384.420819410057,14,586.0994745836425,1
46,3907.8314786192386,41223.00551593031,1,599.6430172385642,1
59,3041.567723795842,21870.848181586076,3,696.2414480466178,1
29,6042.567184338997,8865.485433070611,18,609.1247903412117,0
31,5075.5902283830965,33108.42440816475,10,699.9069665282013,1
65,3737.8467410488392,29388.31424517968,1,541.8330124571589,1
67,3715.797875420904,42200.18121683738,19,680.5265808401845,1
38,4138.261252358826,19656.782479796282,36,686.437453524756,1
39,3991.6896416918007,26544.26757200276,12,702.3578957026504,1
38,2564.5957310362483,25641.99557516146,29,664.6672922862047,1
61,1148.8388074225272,38033.059444056045,37,600.9971040774734,1
67,2803.449000338457,19156.368652701152,24,541.513198650491,1
47,3807.223764002454,42733.103234724986,10,668.2388750619833,1
56,2893.2502034237637,22646.03614301201,4,612.402401908739,1
37,5229.007045593355,25573.07793387917,36,559.4153750976823,1
41,3656.2702961488685,30418.94081318454,20,734.4874728032592,1
40,6810.36036254293,19853.92887062746,18,664.0998279266016,1
24,3157.7586126562765,33915.61288984629,13,638.7058134586088,1
26,4211.0751980523355,32627.974466419713,13,656.998387637296,1
18,3566.7073657453234,23803.74504622799,14,551.9301238316312,1
43,4659.667086602233,32851.578327180505,35,656.872246808682,1
55,5598.626693495566,33130.37887251703,26,645.260210301242,1
55,4912.421438390645,35712.31086797644,23,636.6749875421375,1
61,1000.0,41012.47880737601,30,641.405170365098,1
39,4749.792415709301,34170.84454619993,34,659.512226108904,1
61,2483.6827865784417,34848.42602762362,26,618.7995590423221,1
27,3535.3462323755834,18967.077298447177,16,628.84684310815,1
23,5033.993780256005,14664.419383657392,18,654.945457458737,1
34,2320.3586373774406,24471.567767900964,14,632.4630121581031,1
68,5733.922011227575,33274.1291216383,15,789.6859358338558,1
67,3469.921150673151,34152.01550940462,39,618.6374181687356,1
55,7256.406059377172,5000.0,13,657.0886470836014,0
41,4103.016738690643,31318.349545655943,31,608.5129038693394,1
68,6558.014113977655,41259.915890984244,6,643.2067215030189,1
27,5796.518836800264,52596.03841868031,0,654.3543665081917,1
25,3083.3423769182536,44412.084413827244,26,608.7844767767639,1
38,2047.4639085497167,24785.501108302364,29,603.4513841896887,1
23,4170.441041856318,24201.241814399662,23,610.6624813656326,1
38,3126.0353222167378,34917.63326865607,29,668.0537439155729,1
56,6369.5781701305095,38089.2108670513,18,622.0011425047685,1
41,3629.7112424910656,41233.71119307205,37,657.562137353113,1
50,3549.394062221839,35975.45223477157,13,642.4049988206015,1
35,1906.1523088944718,17748.45900636231,11,599.1529169442227,1
45,4628.825519619653,16083.00737843654,24,588.1627076802997,1
69,2238.666577079751,44590.45099238453,8,668.0624736487407,1
49,4663.655369321072,28347.420950193267,4,722.3387386977373,1
29,4870.137589747004,20312.976328719215,34,622.6947287290312,1
65,2875.487332038453,18676.604053870542,36,612.4941712722538,1
59,5434.869896526569,24570.341755458543,7,684.7485982945735,1
44,3587.6868410631423,45938.76258224627,28,603.3447197839638,1
27,1793.1344561436704,27565.597964630393,0,603.5332772951924,1
63,6317.931010470538,37230.719204129826,37,681.0845518191421,1
69,2614.7941388885215,33496.23013107756,8,602.3727456098533,1
59,4760.60581189972,29418.200804783824,34,682.1731629918263,1
49,4638.691711070866,10258.445326690304,9,712.2024496736541,0
59,4583.777010886517,38368.85091251952,17,641.9306046867404,1
43,4557.792873895203,22568.60630648995,13,636.0856010577713,1
42,2544.718545159997,13439.528531516502,10,617.854230765322,0
28,6537.024402254081,11533.103512808379,36,643.6502073716783,0
40,5434.3737253009585,35887.938229330204,17,646.6521023410784,1
51,4712.5850968756,38061.3007820086,18,616.6187673697409,1
69,2000.5356467265567,7148.746220748715,13,609.0776300709467,0
57,2532.4481865168495,24777.774422424325,18,594.7750378251266,1
40,4986.184940033745,33637.64010431741,30,633.4700737480216,1
46,1000.0,31548.94738268324,33,697.7247135817696,1
48,4508.055789910556,24856.260769099506,33,627.9432103239438,1
24,2003.2348039215685,29158.749701526816,32,687.8233250339704,1
57,2697.952333735581,39467.444506558226,35,700.7627813523594,1
50,1883.398588498606,34370.51172860489,29,631.9554306385837,1
38,4369.159623673454,36470.993015299806,20,651.8654073728705,1
19,5674.542177751446,25631.56789766363,38,678.2748795641592,1
35,4522.026285719027,17275.321888229715,18,592.8742513470056,1
64,4686.74957338337,32429.23299949262,37,660.6101590612705,1
50,4251.938344232322,38003.03857281651,31,615.9919110648824,1
54,5024.0402663059585,23223.150603638904,35,637.1505765371771,1
51,4700.628421375021,32331.57318967011,19,666.1506707319153,1
37,1000.0,29970.76451359605,31,622.3161228452841,1
52,5359.460106492466,13374.767631634466,34,616.7973483863668,1
68,5201.727942941352,28420.875443983583,11,673.2143919723774,1
67,3456.53075401239,31742.078236340356,24,650.4159793185765,1
35,1038.6899084009615,25351.47194340867,28,664.7243535567518,1
63,4363.71103845161,40924.25174771038,24,621.8387847855632,1
41,4489.991206204748,17537.187518520925,32,714.2177673644048,0
25,3339.274776158734,51512.18613015505,39,602.5816229937408,1
47,4280.049586520037,29962.430029386633,17,596.769722232079,1
61,5607.760386955555,28080.89257187109,35,611.052962385484,1
27,7596.28257744275,39152.10336877638,27,645.0274619771933,1
40,4220.3555093738,15041.96792768528,29,634.6109938680495,1
69,4500.870522029863,52769.25974846152,8,636.0998512365104,1
66,2764.31668722191,23178.158016005564,35,715.2269158899529,1
28,3247.911931035132,38870.68970788562,2,722.0393042570497,1
19,3795.936054442781,30022.616724534168,39,627.6117728420894,1
43,5766.577053085897,19820.246529557247,38,686.9654486840647,1
53,5228.4366340420875,40185.074960209924,23,665.57324261876,1
50,6894.030016011944,35291.17965873545,15,556.3020329737855,1
64,1764.6607365096866,60504.605180926585,32,663.1732897013994,1
30,2014.3975440265413,33872.52392814672,39,642.5236385721608,1
57,5653.124402853899,23664.59171525934,1,621.9921141196402,1
42,6173.290564471732,11449.702322026453,24,633.7915720049697,0
21,4049.6921825063987,22561.228385069782,38,657.8758118660023,1
59,1000.0,32562.734047921833,2,714.5052006432651,1
36,2884.7062571518786,26261.946472897493,3,609.507993100548,1
35,4503.240478224086,37632.31308487942,35,703.9815563548584,1
54,2650.8805201334008,33624.32936337514,30,632.5239971175239,1
47,4277.689235406574,17527.89191628933,17,712.6458131381521,1
36,6847.833173307965,25907.726921354675,34,679.2609803505279,1
40,6139.199229392501,21344.233189925664,23,688.1739556778366,1
33,5213.338368055208,33447.49995029566,33,654.9290201767872,1
18,3903.326081742764,34311.444942375645,8,602.388786245314,1
29,3257.997913149412,23987.349416529985,20,570.9676342505625,1
41,5136.62697291621,13601.435846029519,5,579.8284280970277,1
51,4038.091978750341,58122.21111223517,36,699.7940894414867,1
25,4089.5566590585554,33225.595306937576,21,675.6944574533175,1
35,1673.1765806784592,33202.46255703309,5,700.2040288258682,1
65,2928.204426661161,11256.10305609473,35,743.027802714396,0
22,5127.790700975222,37239.67282382838,10,609.6794571164382,1
43,2348.399738877119,40636.824421479796,20,606.642755075279,1
47,4398.560647903686,33382.18231836279,37,606.5643003445517,1
30,4618.755392296209,31340.536774031225,6,630.0793396747883,1
36,4706.331723631028,31361.659427388407,20,659.3312133846202,1
46,4840.396324536534,21118.21678719607,2,602.6585758108351,1
20,4941.589079710098,23033.33255083603,34,662.364161212187,1
43,3064.310361936206,27699.25586160271,0,595.9671138782686,1
57,1798.5181545082391,40996.258035121806,10,566.1572755283664,1
29,2689.696881424975,32674.545636307972,3,620.2035168709508,1
19,5094.881795357367,22585.95351590198,34,679.9258897274843,1
28,2198.730109306458,23531.014358227727,30,592.4035669770395,1
61,2439.0839801732395,8378.37940220143,29,641.2216683585239,0
45,2430.783998863489,34498.32408325268,29,638.681559785911,1
35,1231.0383178851093,27902.718887234572,23,673.2576648618128,1
30,2279.4934508023007,31868.517562872054,21,606.4203577535543,1
54,5500.595369985505,60310.43409385916,1,748.3780187507218,1
39,2924.8530209266582,25527.17029562266,29,665.5787781116788,1
29,1376.5927651684806,32144.13585083251,18,656.3035421975433,1
19,3232.534217628126,23687.62173696207,22,617.5420299088316,1
54,4765.820823840501,28327.85114311016,16,643.7181938402175,1
24,1253.840852674506,20264.03810624766,22,601.1243786730118,1
43,5429.965464649017,19015.975001550858,4,662.819032681651,1
43,1838.528776961382,11954.171144959404,4,683.7650393423885,0
41,3406.7745415199715,19168.57416390651,21,648.0157941927308,1
29,3387.6023350065743,32332.56502966573,16,673.4711775262097,1
33,3157.83983986671,26867.597133383984,36,607.4556514716629,1
40,3902.797452277716,27801.19164318977,12,650.0221880542578,1
57,5167.840530965048,25497.54723869171,37,679.78039583542,1
26,3938.7976280451867,31540.660979761808,34,646.0485036316351,1
49,3091.4895098601055,30926.970131897764,5,629.9656996057209,1
32,4686.023027141343,30310.42448576976,19,584.2689429188628,1
54,4310.895592933759,26742.300627153396,22,610.2513322913569,1
30,2995.7446601097613,37295.80847041232,10,712.1945212794235,1
22,4063.4521331265487,9934.543610715475,3,634.2932923898975,0
28,2871.4862451886156,22360.958072232806,13,770.0693464102756,1
27,2701.3919074045853,22020.39843274899,0,700.6319386112639,1
69,5208.701821224859,36459.766400423,29,621.5820223813976,1
30,4670.4382098537335,24609.77546165602,16,529.0497961197422,1
58,5155.569452854821,20267.12904737881,19,627.3179217526113,1
63,4952.692751727266,31729.80795382409,35,599.85751937386,1
67,2669.171111418921,38000.69434102917,14,602.4611848738842,1
32,5501.922895100189,37393.2219832508,18,615.4348448670713,1
59,3553.589334577117,39289.05702728586,32,598.6934335694419,1
24,5393.826734900825,31188.10560269129,8,571.3443295226814,1
57,3812.325085043056,32807.25786355169,0,685.3676482958374,1
45,4469.744631818984,27406.638954619815,34,591.264072331473,1
49,4514.8418934205265,26737.51760402158,14,676.6887611030403,1
52,5219.800577926585,20261.181934597167,35,700.9509954313494,1
32,1548.1808184866936,36931.78089961058,38,618.8407450279168,1
65,1635.4034309358594,12031.947039792009,24,687.7034355325085,0
53,5007.566297653264,16927.90292214061,21,611.6026985800513,1
38,4534.543697490045,48671.092218060265,39,627.6759707610452,1
23,2836.534527717068,28842.338561939203,7,599.4770211374946,1
18,4546.463363525112,31400.47601251245,5,612.9742698990029,1
21,1888.0596848441483,17878.40616648145,19,694.2140611891248,1
28,8896.434266303515,34854.87368735726,9,643.6605284405518,1
61,5967.357080241914,43744.16082041788,21,637.6064426405832,1
43,4933.454016111809,44506.64356627871,12,666.1075284732976,1
54,4113.4455560162305,14834.978460141472,8,741.0590457507674,0
40,3071.9079327920545,41685.2609671429,35,578.6893391980173,1
46,2034.7206409811893,30102.63679172857,25,720.4639990016763,1
38,3829.2660587658643,5000.0,8,632.3524358290688,0
65,2710.359046457313,14600.736790468747,15,647.7011415351807,0
62,2797.837227020131,11192.183883616159,20,694.1941486624246,0
62,1874.8650403381853,36018.63420766915,28,706.8783217651842,1
66,4374.494577896658,28132.317669126525,13,701.470005509148,1
44,3434.509741265659,23489.579712513085,15,635.0719935583872,1
56,4802.607362238805,29051.7611667565,10,685.1939790829178,1
57,4685.648190482182,47563.75729213066,22,707.1410488075289,1
30,4344.196945119494,27054.328739920045,13,687.6322081468298,1
40,7989.160387081273,33287.112837347675,6,689.9988378570555,1
33,5235.558270348316,36303.81158450752,11,715.8692166224088,1
47,2109.150984025153,17858.937754153067,29,599.7699837759579,1
21,4688.104671882204,35646.39756027383,18,636.3726652754478,1
57,3918.971885547266,39197.413202430296,6,572.7244188044448,1
33,1987.7041437602993,40000.54197072998,30,698.441251368155,1
48,1867.5506798850379,28538.96167241277,19,614.9923448665633,1
59,4679.804375919353,39367.66655738648,22,659.9129450470855,1
42,5046.321302317847,34909.93562365722,29,709.9042878369755,1
61,2430.6142010132103,30678.80261403172,8,664.8731494734039,1
29,5455.250579791967,39157.60554362101,37,609.3639780385546,1
43,4427.371595222925,47442.85232572173,23,706.5720679934191,1
54,5793.788735413778,39233.326990837464,3,701.3581033595708,1
65,5634.430597508865,29256.80178065371,5,706.7195969456794,1
50,3762.3446268955117,25118.031843825782,24,681.1378105893175,1
45,6453.399595153142,35272.06064576361,12,646.0570406407389,1
26,2313.8258648192996,31542.83288139892,21,576.8062440086192,1
29,7585.441757426043,41226.05401002912,36,543.6346627006508,1
22,2681.821479271158,20494.54408275596,8,617.6336639033555,1
69,3927.9959024834793,40370.372672521175,24,644.0763396056325,1
45,3149.217552080856,16043.36903466293,37,615.3884936902522,1
52,3434.813518180391,28248.826350141968,7,623.2132938570874,1
22,8385.330493770944,35832.598602099984,23,693.427348062675,1
51,3305.918968883383,28876.501552332156,18,747.6786224258394,1
63,5276.662558439382,34388.421631585516,13,635.5438233306778,1
51,3646.8956330703745,43856.647309751665,6,732.9902866112893,1
30,5404.825644381621,24328.202329638138,18,661.7032210897088,1
56,3183.760722443512,15960.69475704947,6,675.8647178378467,1
59,4384.198140488757,18650.488496538066,13,574.2546086882669,1
62,4943.047450709113,29112.51430422436,24,631.6109950865778,1
65,2917.2828199952783,42458.861580957026,14,660.1488737621679,1
31,8136.588886338387,26861.732210475308,25,615.4487029069332,1
28,5021.411564850696,51559.3215202897,33,622.4623446537092,1
59,3661.043568223936,17286.943486885837,33,630.6452994386428,0
55,2954.148224723961,12513.18766855101,7,684.8256470894917,0
21,4137.584535440473,32343.414092766936,2,713.6580998107953,1
50,2176.0029840797956,24332.712660765676,2,697.0218909266893,1
24,6673.442895774915,22474.892157403676,15,560.6095128357405,1
58,4646.880658601621,30212.88435516553,36,633.5900235504671,1
25,3868.0208988829077,17677.77386922665,8,628.7706804389305,1
54,5568.9667815350695,35454.548343908624,9,621.2175996303271,1
68,2917.727832871049,31955.05800144392,0,640.6512922765803,1
27,2266.060620354344,26420.05307051518,12,650.8338116200408,1
60,3804.8003924068935,32109.351035299343,20,616.3790744731812,1
32,4191.315474204386,49122.865926153754,34,564.6600514539779,1
55,4795.879309889155,27540.420324020248,38,710.2986350643937,1
32,1785.5831253516599,25092.841416920448,2,676.933508555131,1
22,3315.524754971152,36717.321488404275,24,551.1776599830387,1
46,1000.0,23366.32627661476,6,663.2652622182632,1
36,2226.476243640863,34813.253629074505,4,543.1814624124772,1
68,5072.892300550608,38213.89885860338,7,716.3233107277476,1
27,5441.538712862102,43995.662516680146,22,637.4292828549901,1
29,2286.99319703047,26791.59827208182,38,683.1982017168391,1
21,3513.0931763884364,16799.899332318244,29,566.9887277907395,1
48,4038.4092326919913,27429.035744296725,35,630.5285092428853,1
35,5617.165208263165,31766.969264299536,8,636.5388455836686,1
33,6293.642299775484,23824.663409800058,1,696.657714661151,1
57,4229.623382834534,31320.313901084515,17,673.4293271415003,1
53,3609.075016626652,47428.59695716563,24,640.2659272489542,1
42,1834.4595869490481,24291.824501493713,12,646.2024139016307,1
40,4162.103851841591,21913.86250300124,21,751.2324193718093,1
29,7112.383752235399,39384.39057106036,9,646.8433780591276,1
51,5935.288824905979,17609.765314296656,1,614.8135238402708,0
53,4262.2874443883575,30129.040937307254,5,651.8521303451142,1
54,4455.066713050165,24762.53283406948,21,679.7811027536246,1
20,2967.2254578219154,13466.545554450335,9,682.5665831427899,0
26,3464.296556835216,28571.994854601267,4,719.3201747171222,1
35,4221.398763376524,23723.078901697,11,668.6890211890058,1
60,4225.951510477664,35066.37730042807,21,734.1508032863791,1
52,5516.1248993545905,31998.803797972734,33,617.2769165486526,1
51,5443.1243991119445,31753.993492509766,29,680.5140521113112,1
58,4780.850170316624,20514.8878969742,18,649.790120850442,1
31,2501.280732701067,24344.26864550881,22,582.2345336246776,1
21,2557.8770182272956,32512.81918933298,14,649.5770323711486,1
46,2668.1627945731216,21109.847241008905,16,648.6107866450822,1
58,4353.280433809992,29616.556064734075,9,596.1688662286178,1
62,1000.0,33498.62146228534,34,626.1037420433125,1
67,3990.5873913030678,37489.17838036803,18,731.1458285860025,1
32,6112.964074681205,24595.971562043702,31,627.5802889800317,1
45,5000.23905202096,26080.19831123934,33,606.9099261649961,1
59,3473.908583581325,31962.418065018588,15,588.8415256219173,1
33,2952.6168793753295,22673.648616361206,8,542.5586264576194,1
29,5208.572927165023,16169.024576604792,4,610.5780746583531,0
69,4459.08304907841,33534.75122206656,19,643.1574362491975,1
22,3630.351321125889,27383.42022880706,9,659.4005534356702,1
51,3116.453681640788,35358.67215806181,15,643.6597971232924,1
59,4114.574484530911,24277.059141282298,34,700.4993209672148,1
18,3545.444854019517,30873.339317366837,24,691.165416245225,1
56,5176.569354875071,11959.397010518496,24,689.3898169438004,0
49,5861.753643968075,36077.687552367315,34,673.2208630543819,1
43,1949.1252582359257,24632.406464179883,30,747.592633002265,1
34,2161.2706412067405,28607.764036070894,39,712.0040828856512,1
65,6022.084281473098,28473.801613299984,13,677.3380424872327,1
44,4248.728413995933,26523.86534112961,28,600.5534452140338,1
41,2302.5240448167374,30645.16279730682,2,697.6676274933072,1
52,5474.877409990963,30134.769081829596,4,689.3398796924489,1
63,4512.527649833249,32192.341334589568,36,656.5566476066575,1
59,7304.868642887339,17417.650731532718,7,606.4647325211474,1
56,3647.047484101688,37715.25501786629,31,731.455753002712,1
43,5663.055995603069,28759.36045949144,9,603.8056066234969,1
66,1826.74834130086,33404.88241447683,29,693.2430521709632,1
55,6094.041325245358,28709.378274621427,13,669.5931372262545,1
40,5416.240087316732,19344.936115728902,20,611.2404163286934,1
39,6406.521150690659,55313.486345127356,35,624.0084067715236,1
21,5665.870476263103,31259.74343289985,37,719.1403283058476,1
66,3851.4277211864833,14222.312585568034,5,679.0095212785842,0
26,2243.310153944712,29079.752917208632,1,586.9243210722261,1
21,3096.920649453943,26076.912692902435,4,632.3645065507626,1
24,1358.2744192028208,28377.51165147526,12,627.1701056635732,1
40,2618.651453224435,13638.582344209592,34,709.3120300957015,1
19,4638.792023812649,30299.570779450303,13,652.3834701541274,1
66,3928.3706817622206,21273.650663125438,26,686.8100765217987,1
41,3664.6147898016684,44756.98584654247,38,658.5406664898859,1
57,2810.3456260787534,28931.454087992326,18,596.695817121842,1
48,1341.4014837125724,37189.07483170386,0,618.4921638889314,1
64,4273.124669855874,38841.18718621434,22,652.346710080927,1
48,4568.740288702966,34464.241068745745,2,691.094662945601,1
64,2512.6546599299263,31623.70056133061,10,701.7557938101526,1
57,3199.83959475442,40978.01385177734,18,604.0478145254708,1
65,6313.200181134143,23783.224262094955,19,679.5837829379318,1
68,5739.24693036045,37483.55282431004,18,676.142245870447,1
60,1773.3631574065735,25843.862494882753,34,739.6446089803125,1
51,3873.045419153866,30911.37668104407,38,669.4057315746397,1
41,6182.4335235583785,17899.846086277044,22,618.9724496000838,1
66,3675.368504038721,16961.163831133505,27,614.0161988236943,0
43,3596.5852173892554,29243.08466439326,30,646.0301802917571,1
33,5639.106440114615,40717.650537440495,38,597.8918493763473,1
64,5480.603866412824,27972.836879786224,5,681.8396600997065,1
30,5402.955018070899,46898.286142647805,33,644.4079975615361,1
32,3607.022876238804,33974.6429207147,12,672.8730270187656,1
44,4994.332024412571,28317.243702728236,7,618.9270974440184,1
21,6242.118270932831,44814.83384787814,6,785.9665294071642,1
33,3925.1894522971347,43089.710775955675,18,711.9385940694907,1
47,3394.8855680294946,16382.301499623678,6,654.118973050987,0
61,5845.108958634452,29618.21820711717,15,710.0404218098738,1
47,7068.159704345684,35131.37443275088,11,635.651535648691,1
53,7172.5073253487335,37207.16688069992,21,675.2054940463946,1
20,3438.2327503375745,36089.64222788877,23,630.8273731434625,1
39,3588.939625754662,28351.74373638441,7,583.5543528540359,1
66,2456.2565002951756,26894.633603400773,39,681.3589703493104,1
39,4177.0784866221975,28948.607285027792,38,580.7358365338639,1
67,2388.821602813725,22503.7592272099,11,645.3702336019198,1
67,3210.049837438759,16356.121381772988,13,659.268622866504,0
66,5051.694697243585,35174.234745290465,13,705.9661901617133,1
29,4584.966115209095,35759.920310598274,28,634.4371269142806,1
38,1283.9180422494592,47562.376891277076,26,689.2627345453557,1
21,6355.43844741158,24093.900928262563,24,686.6571942441578,1
48,2369.505869272395,33657.399992193,27,663.1502016136135,1
61,2558.5991141814948,27456.54600476558,29,601.8766257695889,1
48,2141.6167723533263,28542.442144360786,15,562.0362169581228,1
40,3008.0749921539864,23685.002024917343,15,661.3017389862639,1
37,2654.7904320012585,30481.01498050491,9,757.659543762786,1
32,2691.3498382166463,43842.59209162563,8,733.1857844561878,1
40,1000.0,25688.691232767433,31,658.4008838592794,1
45,4194.891088080721,34051.69787521472,12,650.0382676377981,1
33,4348.09775172334,24039.312410830007,17,658.9384864782032,1
54,7366.610106838315,15368.147985912512,15,745.5284907802964,0
38,4729.51149649834,28440.73376696131,22,622.5665576093676,1
32,3255.1164704227817,49140.446646580516,34,757.8838484999108,1
34,2198.9275322898684,21844.52858304801,14,654.3637332023482,1
67,3855.5853103011073,20335.020017542774,22,631.4248195969483,1
54,4673.084334088839,21244.611097286248,33,514.4452508940036,1
30,3244.9770710214325,48070.74716643466,17,666.4719080548555,1
36,4091.524039522858,41053.634336649404,34,686.0525424366745,1
47,6846.0311410882305,36337.108643374646,35,620.9557910137191,1
62,3423.8348094412554,43542.98905505766,33,670.9268742746749,1
35,1169.8366678112666,39066.36339483496,26,641.6477895246286,1
31,5310.230181087152,28917.645602596975,2,661.5298485475133,1
53,4471.48216872258,25498.84499538768,1,611.5522760288993,1
53,1436.51198311313,40286.67163054926,37,679.9900157123774,1
37,4641.465515914442,31114.78068654014,30,607.7915994722847,1
69,2503.20467629338,20832.72813731629,27,597.577857103262,1
36,4661.983603546609,35240.82138935566,14,683.8729117065075,1
62,6860.895263806437,26805.452596735613,23,572.9820449769766,1
61,3734.5459984851677,41106.90175337664,18,567.7119382059199,1
24,5624.90679855473,20322.826127585322,36,589.0779731635457,1
61,2157.2690232214345,35680.63393663759,24,609.2467514323241,1
21,1720.871280493479,31601.759990538594,33,714.591507880622,1
51,7026.055708593507,31827.474279080012,17,700.3474336630062,1
19,4461.722520334505,32780.523511725914,20,667.0954764979247,1
22,4955.004911742007,28078.41071001037,24,642.2135263088517,1
27,5728.033454268065,35013.21293321302,11,694.614776676314,1
49,3208.277785303064,32812.19327138681,25,711.0336113424378,1
59,5237.674539644001,31152.312577470828,13,699.6365500841553,1
58,5010.316243463226,42064.11402584486,27,621.5229524747893,1
30,2057.7927688264535,16567.887631462465,33,716.3508920156997,1
56,6269.47796711903,35867.157128833824,24,724.2829981257178,1
22,5960.2907739693,32210.74613014076,19,635.3855454985105,1
27,2074.4241414434073,35018.256887147,8,596.3333268604356,1
27,4300.429662192692,36024.28912802855,9,667.171012223778,1
55,3653.3803946305843,36599.01476322895,4,623.8093419213575,1
44,6127.461204888907,26149.459316608576,30,597.6442454190387,1
68,1884.0819908220838,23482.870051023663,3,685.3481770942288,1
38,9403.622536315794,34717.46912555763,33,534.3262949164844,1
25,3738.2737459421883,44755.14910742424,36,524.0949211517648,1
18,5107.667749271786,27931.6118519584,26,659.5333051465742,1
45,6081.247498004204,19874.21224390582,15,487.5745428983647,1
66,3706.0009852447834,37905.927927028104,17,689.3082961180688,1
56,3827.5871716070824,21661.928150021828,10,704.6124671278651,1
31,3245.753659272058,33128.47431157379,23,650.6872909809524,1
38,2671.801560803323,19981.76792325699,5,695.7761472812265,1
47,4407.788721689081,27118.01556849996,23,698.6058529817906,1
38,3797.099979737568,29878.695028578604,0,638.9415171517218,1
66,3235.938702511756,27039.465022600398,14,597.0526703432124,1
26,3323.5540779494477,32333.838918122106,28,679.7430753772684,1
34,4864.350180839714,33200.27579219199,0,615.340494081545,1
22,2803.6547059741833,24892.88027794628,18,699.459046681235,1
48,3629.5528474116554,24497.971398976708,20,702.7922261454212,1
69,5348.00108768366,42631.87007871916,25,554.0199391022524,1
57,4370.83820510395,27627.255878716474,32,657.9753293296959,1
55,2425.6611004620863,32961.69011742187,1,667.4027866464463,1
60,3964.193396879545,16281.761728241518,37,663.2698777114126,1
36,4655.532431714454,47963.79992997533,0,630.836107457331,1
53,5483.908286854364,34566.77649811245,30,591.4243096468263,1
67,2866.931999882649,9765.561404505304,15,673.4864697181703,0
50,3162.2054159482977,19887.389185052623,34,634.5939428583087,1
30,2957.2600169197053,22803.90240213956,26,676.5322468170558,1
31,3031.7197009123174,47100.969757479885,11,553.0949906071571,1
50,4607.507073545673,55243.84008096879,33,757.4115580985969,1
46,4891.733694825473,35316.08902134048,24,668.765360237607,1
60,5576.355239324625,40958.034446033125,16,717.4290412703169,1
66,3863.237636386347,42485.54397298639,8,696.8868577484716,1
53,1892.0155678307874,18988.492694179913,25,629.5052800189152,1
61,5004.205246686195,29272.860544858315,38,524.9371523253575,1
27,4238.715517611376,29124.675381967158,21,625.5067705168568,1
48,4089.9542189740046,43822.70753552782,24,537.4950095574641,1
23,2074.8947675331665,50966.22355104911,4,659.4503356909132,1
18,3706.2462045919888,52165.47153885909,35,731.1864473371916,1
24,2209.517820811422,34989.27245111864,15,768.6532259283483,1
44,4722.947482668639,33864.04594069987,16,625.2519426697841,1
38,3355.15895694424,25565.23724879972,11,708.0430629583926,1
45,3220.6984054531626,30598.324708799042,1,630.388201830797,1
33,1694.2667753664523,40659.64995608432,33,627.9605693712966,1
63,5540.643804526064,39532.16976657281,18,615.059548712086,1
40,3612.153053155967,35511.45320665283,2,620.186349021236,1
69,4130.471155506636,21558.90810753218,4,680.9439514243578,1
37,2896.764863961168,49359.61048148536,17,681.245316003339,1
55,1524.1374100500188,34725.38220321201,4,622.3716819755682,1
42,3202.5616177341194,32009.993032107166,29,614.1711312707615,1
45,3442.6879933409296,38987.566216036146,27,658.0479997053039,1
22,4439.140031372264,23631.23905068476,25,680.5466511409483,1
38,3467.451383666302,22668.309829014812,17,713.2504115840346,1
35,2922.4767104540815,26327.417522267253,31,560.9706080701321,1
64,1744.9909042864992,19908.56310161994,27,703.7660560358436,1
23,4072.6802431341225,31170.99640428918,5,609.7809167183593,1
46,2805.159709343699,9652.321830168647,9,611.1337042581715,0
36,5981.209800648548,25221.429153853678,1,633.9389941792492,1
50,4225.2199920071525,10319.720750871478,29,600.9567521718207,0
18,4843.154260049486,27421.911680344507,14,665.7530154270623,1
62,3626.8170005662428,27860.90290224821,37,631.8326761889879,1
20,4301.920434651867,41722.701150675995,17,679.604146490369,1
59,2663.92702634462,32867.09479154134,33,644.6820414883024,1
38,2232.6717614955915,22227.6840241084,25,729.1428285007432,1
52,4022.696616022835,26127.69808272792,28,630.8663193343383,1
58,4855.587482801614,44321.65451471721,8,707.4128696563636,1
57,1081.282344907634,19103.603477643825,21,659.7002284291524,1
20,3251.3447637939385,51376.09705412823,36,644.2784805643219,1
42,6763.183161832588,34204.66707622254,10,631.579928588379,1
62,4718.841327504932,17039.633365000213,23,595.7263488285438,1
55,6306.469050535747,19637.442154192082,28,654.8855948234346,1
62,3048.932572317123,38316.40535119896,12,648.2775287239543,1
37,3313.14135250834,37383.14506297799,35,720.7105809270237,1
69,5450.099980516761,34300.701930771094,15,593.0533780221803,1
61,4935.280533067488,31156.019711033776,14,694.1820444337994,1
62,3858.4231359104724,28958.51421510845,9,644.6324229296246,1
51,2106.2262860972432,22209.26924842455,7,715.5401699607103,1
38,5735.277943340366,33885.91731639074,30,544.1413395487946,1
65,7765.342221291567,46178.78829233842,35,603.3738945770491,1
40,1642.2007175548706,29696.299247819123,28,634.630127203342,1
23,6105.428724624158,32623.521409119192,34,754.5893805677074,1
68,3297.5482860139427,40261.04004517488,11,620.7897558745819,1
30,3499.7970234427753,24790.112943379976,13,579.4546611849522,1
66,4404.459231307501,34119.511998191665,25,602.3137904312842,1
